id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
496,浙江省,丽水市,莲都区,房，位于莲都区水阁工业区绿谷大道s号,,,,,,,,,,,,,,,,
497,浙江省,金华市,永康市,龙川东路东区改建s11楼,龙川东路东区改建s,,,,,,,,,,,,,,,
498,浙江省,湖州市,吴兴区,织西分区zx64号,织西分区zx,,,,,,,,,,,,,,,
499,浙江省,金华市,兰溪市,兰江街道上黄村,,,,,,,,,,,,,,,,
500,,,,绍兴县平水镇西湖桥村,,,,,,,,,,,,,,,,
501,安徽省,阜阳市,,颖州区鼓楼办事处鼓楼社,,,,,,,,,,,,,,,,
502,浙江省,绍兴市,,袍江美安居小区11幢,袍江美安居小区,,,,,,,,,,,,,,,
503,浙江省,绍兴市,诸暨市,陶朱街道联合路以南、仙桃路以西、三联路以北,,,,,,,,,,,,,,,,
504,浙江省,绍兴市,诸暨市,次坞工业园区,,,,,,,,,,,,,,,,
505,浙江省,绍兴市,,灵芝大树港104国道旁,灵芝大树港,,,,,,,,,,,,,,,
506,浙江省,绍兴市,,车站北路2号,车站北路,,,,,,,,,,,,,,,
507,浙江省,绍兴市,诸暨市,大唐镇冠山村（侯村街）,,,,,,,,,,,,,,,,
508,浙江省,绍兴市,,滨海工业区新二村,,,,,,,,,,,,,,,,
509,,,,绍兴县安昌镇范家[UNK]村,,,,,,,,,,,,,,,,
510,广东省,茂名市,,柯桥世茂名流9幢801室,柯桥世茂名流9幢,柯桥世茂名流,,,,,,,,,,,,,,
511,江苏省,宿迁市,泗洪县,青阳南路西侧，三河路南侧1幢,青阳南路西侧，三河路南侧,,,,,,,,,,,,,,,
512,,,,绍兴县滨海工业区皋合村,,,,,,,,,,,,,,,,
513,浙江省,绍兴市,,市区白鹭金滩春晓园1幢507、508室,市区白鹭金滩春晓园1幢507、,市区白鹭金滩春晓园1幢,市区白鹭金滩春晓园,,,,,,,,,,,,,
514,江苏省,盐城市,射阳县,新坍镇新坍子居委会一组亿阳工业集区,,,,,,,,,,,,,,,,
515,浙江省,杭州市,萧山区,河上镇下门村,,,,,,,,,,,,,,,,
516,浙江省,杭州市,萧山区,宁围镇佳境天成天合苑s幢s单元s室,,,,,,,,,,,,,,,,
517,吉林省,白山市,临江市,工业园区,,,,,,,,,,,,,,,,
518,浙江省,杭州市,萧山区,河上镇大桥村,,,,,,,,,,,,,,,,
519,,,,萧山蜀山街道祝家桥村、沙里吴村,,,,,,,,,,,,,,,,
520,浙江省,杭州市,萧山区,河上镇紫霞村,,,,,,,,,,,,,,,,
521,,,,柯桥中洲大厦0610-0622、0701-0722、0801室,柯桥中洲大厦0610-0622、0701-0722、,柯桥中洲大厦0610-0622、0701-,柯桥中洲大厦0610-0622、,柯桥中洲大厦0610-,柯桥中洲大厦,,,,,,,,,,,
522,,,,丰惠镇镇东,,,,,,,,,,,,,,,,
523,浙江省,绍兴市,嵊州市,盛都花苑中区s70,盛都花苑中区s,,,,,,,,,,,,,,,
524,浙江省,绍兴市,诸暨市,阮市镇桃园村（1号,阮市镇桃园村（,,,,,,,,,,,,,,,
525,浙江省,绍兴市,诸暨市,浬浦镇中金路2号,浬浦镇中金路,,,,,,,,,,,,,,,
526,河南省,山南市,,齐贤镇山南村南新河南s幢,,,,,,,,,,,,,,,,
527,,,,柯桥中洲大厦0802-0822,柯桥中洲大厦0802-,柯桥中洲大厦,,,,,,,,,,,,,,
528,,,,柯桥福欣大厦1幢0303室,柯桥福欣大厦1幢,柯桥福欣大厦,,,,,,,,,,,,,,
529,浙江省,绍兴市,嵊州市,长乐镇开元人民东路6号,长乐镇开元人民东路,,,,,,,,,,,,,,,
530,,,,绍兴县孙端镇许家[U1K]村s幢,绍兴县孙端镇许家[U,,,,,,,,,,,,,,,
531,,,,柯桥湖中园小区桃花苑s号,,,,,,,,,,,,,,,,
532,,,,K]根以柯1475兴越路s号国贸7心2601区2603幢s-s室,K]根以柯1475兴越路s号国贸7心2601区,K]根以柯1475兴越路s号国贸7心,K]根以柯1475兴越路s号国贸,K]根以柯,,,,,,,,,,,,
533,浙江省,绍兴市,,柯桥领先国际贸易中心1幢0302、0401、0504、0506、0508、0507、0509、0501、0505室,柯桥领先国际贸易中心1幢0302、0401、0504、0506、0508、0507、0509、0501、,柯桥领先国际贸易中心1幢0302、0401、0504、0506、0508、0507、0509、,柯桥领先国际贸易中心1幢0302、0401、0504、0506、0508、0507、,柯桥领先国际贸易中心1幢0302、0401、0504、0506、0508、,柯桥领先国际贸易中心1幢0302、0401、0504、0506、,柯桥领先国际贸易中心1幢0302、0401、0504、,柯桥领先国际贸易中心1幢0302、0401、,柯桥领先国际贸易中心1幢0302、,柯桥领先国际贸易中心1幢,柯桥领先国际贸易中心,,,,,,
534,浙江省,绍兴市,嵊州市,惠民街18号,惠民街,,,,,,,,,,,,,,,
535,,,,解放南路695号114室、697号115室和673号118室,解放南路695号114室、697号115室和673号,解放南路695号114室、697号115室和,解放南路695号114室、697号,解放南路695号114室、,解放南路695号,解放南路,,,,,,,,,,
536,浙江省,绍兴市,越城区,城南大道s,,,,,,,,,,,,,,,,
537,浙江省,绍兴市,诸暨市,璜山镇鼎新村,,,,,,,,,,,,,,,,
538,,,,大唐镇大松村,,,,,,,,,,,,,,,,
539,浙江省,绍兴市,,二环北路499号,二环北路,,,,,,,,,,,,,,,
540,,,,柯岩街道州山河塔、埠头、里庄村,,,,,,,,,,,,,,,,
541,浙江省,绍兴市,诸暨市,草塔镇[UNK]塘东村,,,,,,,,,,,,,,,,
542,浙江省,绍兴市,柯桥区,钱清镇东坂村,,,,,,,,,,,,,,,,
543,浙江省,绍兴市,嵊州市,惠民街18号,惠民街,,,,,,,,,,,,,,,
544,浙江省,绍兴市,南区,柯桥兴越路1475号绍兴国贸中心（南区）7幢2407室,柯桥兴越路1475号绍兴国贸中心（南区）7幢,柯桥兴越路1475号绍兴国贸中心（南区）,柯桥兴越路,,,,,,,,,,,,,
545,,,,绍兴县海涂九一丘,,,,,,,,,,,,,,,,
546,,,,杭州湾工业园区纬五路,,,,,,,,,,,,,,,,
547,浙江省,绍兴市,新昌县,梅渚镇兴梅大道39号(1号,梅渚镇兴梅大道39号(,梅渚镇兴梅大道,,,,,,,,,,,,,,
548,浙江省,绍兴市,新昌县,七星街道塔山村老洋桥脚下坂,,,,,,,,,,,,,,,,
549,,,,暨阳街道艮塔西路30号综合楼6-7号,暨阳街道艮塔西路30号综合楼6-,暨阳街道艮塔西路30号综合楼,暨阳街道艮塔西路,,,,,,,,,,,,,
550,,,,柯桥精工广场6幢103-403室,柯桥精工广场6幢103-,柯桥精工广场6幢,柯桥精工广场,,,,,,,,,,,,,
551,,,,柯桥区福全镇正帝山村,,,,,,,,,,,,,,,,
552,,,,柯桥蓝天市心广场s幢s室,,,,,,,,,,,,,,,,
553,浙江省,绍兴市,嵊州市,经济开发区浦东大道149号,经济开发区浦东大道,,,,,,,,,,,,,,,
554,浙江省,绍兴市,嵊州市,领带工业园区仙湖路832号,领带工业园区仙湖路,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,,
556,,,,盐官镇丰兴路355、357、359号,盐官镇丰兴路355、357、,盐官镇丰兴路355、,盐官镇丰兴路,,,,,,,,,,,,,
557,浙江省,嘉兴市,,广益路1319号中创电气商贸园1幢30174.17号,广益路1319号中创电气商贸园1幢30174.,广益路1319号中创电气商贸园1幢,广益路1319号中创电气商贸园,广益路,,,,,,,,,,,,
558,山东省,滨州市,滨城区,于山东省滨州市滨城区滨北镇张富路21号,于山东省滨州市滨城区滨北镇张富路,,,,,,,,,,,,,,,
559,江苏省,泰州市,海陵区,荣星公寓市场西幢,,,,,,,,,,,,,,,,
560,,,,中山路江南大厦东侧铭楼,,,,,,,,,,,,,,,,
561,,,,乍浦天妃苑桂圆坊57幢,乍浦天妃苑桂圆坊,,,,,,,,,,,,,,,
562,浙江省,绍兴市,,柯桥区华舍街道柯西钱陶路2777号,柯桥区华舍街道柯西钱陶路,,,,,,,,,,,,,,,
563,福建省,南平市,顺昌县,双溪城南中路棋盘厂9号,双溪城南中路棋盘厂,,,,,,,,,,,,,,,
564,浙江省,绍兴市,,孙端镇张家沥村1幢、2幢,孙端镇张家沥村1幢、,孙端镇张家沥村,,,,,,,,,,,,,,
565,,,,柯桥安昌镇朱家[UNK]村,,,,,,,,,,,,,,,,
566,江苏省,淮安市,,洪泽浔河花苑a幢东17、18、19、20室,洪泽浔河花苑a幢东17、18、19、,洪泽浔河花苑a幢东17、18、,洪泽浔河花苑a幢东17、,洪泽浔河花苑a幢东,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,
568,浙江省,绍兴市,柯桥区,,,,,,,,,,,,,,,,,
569,,,,武义经济开发区百花山工业园区,,,,,,,,,,,,,,,,
570,,,,武义经济开发区百花山,,,,,,,,,,,,,,,,
571,浙江省,衢州市,江山市,鹿来山庄175号,鹿来山庄,,,,,,,,,,,,,,,
572,浙江省,金华市,义乌市,稠城稠州北路1121号福田大厦606室,稠城稠州北路1121号福田大厦,稠城稠州北路,,,,,,,,,,,,,,
573,江西省,九江市,修水县,义宁镇修水工业园吴都项目区,,,,,,,,,,,,,,,,
574,浙江省,金华市,东阳市,南市街道下陈宅村,,,,,,,,,,,,,,,,
575,浙江省,温州市,武义县,百花山工业区温州工业城,,,,,,,,,,,,,,,,
576,浙江省,金华市,永康市,江南高川花苑1幢,江南高川花苑,,,,,,,,,,,,,,,
577,浙江省,绍兴市,诸暨市,友谊路138号,友谊路,,,,,,,,,,,,,,,
578,浙江省,金华市,武义县,百花山工业园区,,,,,,,,,,,,,,,,
579,浙江省,金华市,武义县,桐琴凤凰山工业区,,,,,,,,,,,,,,,,
580,,,,龙洲街道,,,,,,,,,,,,,,,,
581,浙江省,金华市,义乌市,上溪镇义西工业园区,,,,,,,,,,,,,,,,
582,,,,武义经济开发区百花山,,,,,,,,,,,,,,,,
583,浙江省,金华市,永康市,下园朱201号,下园朱,,,,,,,,,,,,,,,
584,浙江省,衢州市,东港市,三路79号（东侧1）,三路79号（东侧,三路,,,,,,,,,,,,,,
585,浙江省,金华市,义乌市,化工路325号,化工路,,,,,,,,,,,,,,,
586,,,,吴宁街道通江路8号,吴宁街道通江路,,,,,,,,,,,,,,,
587,浙江省,金华市,东阳市,吴宁街道兴平西路s60,吴宁街道兴平西路s,,,,,,,,,,,,,,,
588,浙江省,金华市,东阳市,南市街道下陈宅村,,,,,,,,,,,,,,,,
589,浙江省,金华市,东阳市,江北街道甘溪西街157-1、157-2、157-3号,江北街道甘溪西街157-1、157-2、157-,江北街道甘溪西街157-1、157-2、,江北街道甘溪西街157-1、157-,江北街道甘溪西街157-1、,江北街道甘溪西街157-,江北街道甘溪西街,,,,,,,,,,
590,浙江省,金华市,武义县,百花山工业园区,,,,,,,,,,,,,,,,
591,浙江省,金华市,武义县,百花山工业园区,,,,,,,,,,,,,,,,
592,浙江省,金华市,义乌市,北苑丹溪四区12幢101室,北苑丹溪四区12幢,北苑丹溪四区,,,,,,,,,,,,,,
593,浙江省,金华市,义乌市,城店南路446、448、450号,城店南路446、448、,城店南路446、,城店南路,,,,,,,,,,,,,
594,浙江省,金华市,东阳市,白云街,,,,,,,,,,,,,,,,
595,浙江省,金华市,浦江县,恒昌大道89号,恒昌大道,,,,,,,,,,,,,,,
596,浙江省,衢州市,衢江区,芳桂北路6号,芳桂北路,,,,,,,,,,,,,,,
597,浙江省,金华市,义乌市,义北工业园区苏华街5号,义北工业园区苏华街,,,,,,,,,,,,,,,
598,上海市,上海市,,中山西路s号s室,,,,,,,,,,,,,,,,
599,浙江省,衢州市,东港市,衢江经济开发区东港二路18号2幢,衢江经济开发区东港二路18号,衢江经济开发区东港二路,,,,,,,,,,,,,,
600,浙江省,衢州市,常山县,天马街道文峰东路279、279-1、279-2、279-3、279-4号,天马街道文峰东路279、279-1、279-2、279-3、279-,天马街道文峰东路279、279-1、279-2、279-3、,天马街道文峰东路279、279-1、279-2、279-,天马街道文峰东路279、279-1、279-2、,天马街道文峰东路279、279-1、279-,天马街道文峰东路279、279-1、,天马街道文峰东路279、279-,天马街道文峰东路279、,天马街道文峰东路,,,,,,,
601,浙江省,衢州市,东港市,衢江经济开发区东港三路6号,衢江经济开发区东港三路,,,,,,,,,,,,,,,
602,浙江省,衢州市,江山市,鹿溪路38幢202-1号、202-3号,鹿溪路38幢202-1号、202-,鹿溪路38幢202-1号、,鹿溪路38幢202-,鹿溪路38幢,鹿溪路,,,,,,,,,,,
603,浙江省,衢州市,江山市,,,,,,,,,,,,,,,,,
604,,,,浦江经济开发区永在大道999号,浦江经济开发区永在大道,,,,,,,,,,,,,,,
605,浙江省,金华市,,翠竹庭院s幢,,,,,,,,,,,,,,,,
606,浙江省,金华市,东阳市,南马镇泉府村,,,,,,,,,,,,,,,,
607,浙江省,金华市,东阳市,白云街道西城工业园区,,,,,,,,,,,,,,,,
608,浙江省,金华市,浦江县,浦阳镇大桥南路18号,浦阳镇大桥南路,,,,,,,,,,,,,,,
609,浙江省,金华市,永康市,西城街道四方路75号,西城街道四方路,,,,,,,,,,,,,,,
610,浙江省,金华市,东阳市,南马镇华西村双桐,,,,,,,,,,,,,,,,
611,浙江省,金华市,浦江县,仙华街道保尔路117号,仙华街道保尔路,,,,,,,,,,,,,,,
612,,,,浦江经济开发区永在大道999号,浦江经济开发区永在大道,,,,,,,,,,,,,,,
613,浙江省,金华市,义乌市,丹溪北路18号0104、0107室,丹溪北路18号0104、,丹溪北路18号,丹溪北路,,,,,,,,,,,,,
614,浙江省,金华市,义乌市,锦都豪苑.盛世家园6幢3单元502室,锦都豪苑.盛世家园6幢3单元,锦都豪苑.盛世家园6幢,锦都豪苑.盛世家园,,,,,,,,,,,,,
615,浙江省,金华市,义乌市,北苑工业园,,,,,,,,,,,,,,,,
616,浙江省,金华市,义乌市,江东南路617号201、401、501、601室、615号101、201、401、501室、江东南路615-301、617-301、619-202室,江东南路617号201、401、501、601室、615号101、201、401、501室、江东南路615-301、617-301、619-,江东南路617号201、401、501、601室、615号101、201、401、501室、江东南路615-301、617-301、,江东南路617号201、401、501、601室、615号101、201、401、501室、江东南路615-301、617-,江东南路617号201、401、501、601室、615号101、201、401、501室、江东南路615-301、,江东南路617号201、401、501、601室、615号101、201、401、501室、江东南路615-,江东南路617号201、401、501、601室、615号101、201、401、501室、江东南路,江东南路617号201、401、501、601室、615号101、201、401、,江东南路617号201、401、501、601室、615号101、201、,江东南路617号201、401、501、601室、615号101、,江东南路617号201、401、501、601室、615号,江东南路617号201、401、501、601室、,江东南路617号201、401、501、,江东南路617号201、401、,江东南路617号201、,江东南路617号,江东南路
617,浙江省,金华市,义乌市,后宅城北路k9号,后宅城北路k,,,,,,,,,,,,,,,
618,,,,上虞市梁湖镇工业区,,,,,,,,,,,,,,,,
619,上海市,上海市,金山区,亭林镇金腾路1111号1幢1-3层,亭林镇金腾路1111号1幢1-,亭林镇金腾路1111号1幢,亭林镇金腾路1111号,亭林镇金腾路,,,,,,,,,,,,
620,浙江省,绍兴市,诸暨市,陶朱街道万旺,,,,,,,,,,,,,,,,
621,,,,陶朱街道城西开发区建工路6号,陶朱街道城西开发区建工路,,,,,,,,,,,,,,,
622,,,,湖塘街道镜湖山庄（碧桂园）9幢,湖塘街道镜湖山庄（碧桂园）,,,,,,,,,,,,,,,
623,浙江省,绍兴市,柯桥区,兰亭镇工业园区3幢、4幢、5幢,兰亭镇工业园区3幢、4幢、,兰亭镇工业园区3幢、,兰亭镇工业园区,,,,,,,,,,,,,
624,浙江省,杭州市,萧山区,进化镇涂川村,,,,,,,,,,,,,,,,
625,浙江省,绍兴市,诸暨市,店口镇工业区,,,,,,,,,,,,,,,,
626,,,,柯桥福欣大厦1幢西1801-1805室、1901室、2001室、2101室和2201室,柯桥福欣大厦1幢西1801-1805室、1901室、2001室、2101室和,柯桥福欣大厦1幢西1801-1805室、1901室、2001室、,柯桥福欣大厦1幢西1801-1805室、1901室、,柯桥福欣大厦1幢西1801-1805室、,柯桥福欣大厦1幢西1801-,柯桥福欣大厦1幢西,柯桥福欣大厦,,,,,,,,,
627,,,,陶朱街道西二环路288号外贸,陶朱街道西二环路,,,,,,,,,,,,,,,
628,浙江省,绍兴市,诸暨市,安华镇河杨村（双佳路1号）,安华镇河杨村（双佳路,,,,,,,,,,,,,,,
629,浙江省,绍兴市,越城区,中区大厦301室、302室、303室、304室、305室,中区大厦301室、302室、303室、304室、,中区大厦301室、302室、303室、,中区大厦301室、302室、,中区大厦301室、,中区大厦,,,,,,,,,,,
630,浙江省,绍兴市,,百合花园9幢二单元1707室、1708室,百合花园9幢二单元1707室、,百合花园9幢二单元,百合花园,,,,,,,,,,,,,
631,山东省,滨州市,,黄河四路655号,黄河四路,,,,,,,,,,,,,,,
632,浙江省,绍兴市,诸暨市,店口镇华东汽配水暖城5幢87、88、89号及3单元302室,店口镇华东汽配水暖城5幢87、88、89号及3单元,店口镇华东汽配水暖城5幢87、88、89号及,店口镇华东汽配水暖城5幢87、88、,店口镇华东汽配水暖城5幢87、,店口镇华东汽配水暖城5幢,店口镇华东汽配水暖城,,,,,,,,,,
633,浙江省,绍兴市,诸暨市,山下湖镇杨子山村,,,,,,,,,,,,,,,,
634,浙江省,绍兴市,诸暨市,阮市镇金岭村,,,,,,,,,,,,,,,,
635,贵州省,贵阳市,清镇市,钱清镇万兴庄园银爵园22幢02室,钱清镇万兴庄园银爵园22幢,钱清镇万兴庄园银爵园,,,,,,,,,,,,,,
636,,,,柯桥安昌镇九墩村印染厂北及安昌镇九鼎村,,,,,,,,,,,,,,,,
637,,,,龙游城南工业区龙云路1号,龙游城南工业区龙云路,,,,,,,,,,,,,,,
638,浙江省,衢州市,东港市,一路10号,一路,,,,,,,,,,,,,,,
639,湖北省,衢州市,衢江区,临湖北路18号,临湖北路,,,,,,,,,,,,,,,
640,浙江省,金华市,永康市,江南下园朱202号,江南下园朱,,,,,,,,,,,,,,,
641,浙江省,金华市,东阳市,西城工业园区,,,,,,,,,,,,,,,,
642,浙江省,金华市,武义县,东干凤凰山工业区,,,,,,,,,,,,,,,,
643,浙江省,金华市,兰溪市,兰江美庐苑36号,兰江美庐苑,,,,,,,,,,,,,,,
644,浙江省,金华市,东阳市,吴宁街道城南西路53号,吴宁街道城南西路,,,,,,,,,,,,,,,
645,浙江省,金华市,婺城区,华龙南街s号蓝1008花园s幢s39,华龙南街s号蓝1008花园s幢s,华龙南街s号蓝,,,,,,,,,,,,,,
646,浙江省,金华市,永康市,西城上田桥村桐塘山背,,,,,,,,,,,,,,,,
647,浙江省,金华市,东阳市,横店镇昌盛路62号,横店镇昌盛路,,,,,,,,,,,,,,,
648,浙江省,金华市,永康市,经济开发区九州西路387号,经济开发区九州西路,,,,,,,,,,,,,,,
649,安徽省,铜陵市,永康市,经济开发区铜陵西路338号,经济开发区铜陵西路,,,,,,,,,,,,,,,
650,浙江省,金华市,义乌市,欧景花园a区5幢2单元1005室、1006室、1007室,欧景花园a区5幢2单元1005室、1006室、,欧景花园a区5幢2单元1005室、,欧景花园a区5幢2单元,欧景花园a区5幢,欧景花园a区,,,,,,,,,,,
651,浙江省,金华市,义乌市,大陈镇,,,,,,,,,,,,,,,,
652,浙江省,金华市,义乌市,义南工业功能区达摩路126号,义南工业功能区达摩路,,,,,,,,,,,,,,,
653,浙江省,金华市,东阳市,吴宁街道城南东路皇家别墅e区11号,吴宁街道城南东路皇家别墅e区,,,,,,,,,,,,,,,
654,浙江省,金华市,磐安县,新城区欧凯路6号,新城区欧凯路,,,,,,,,,,,,,,,
655,浙江省,金华市,永康市,总部中心金品大厦3-4楼,总部中心金品大厦3-,总部中心金品大厦,,,,,,,,,,,,,,
656,浙江省,金华市,,环城南路888号,环城南路,,,,,,,,,,,,,,,
657,浙江省,金华市,永康市,江南金胜路338号、342号,江南金胜路338号、,江南金胜路,,,,,,,,,,,,,,
658,浙江省,金华市,永康市,江南金胜路380号、382号,江南金胜路380号、,江南金胜路,,,,,,,,,,,,,,
659,,,,武义白洋街道万石院,,,,,,,,,,,,,,,,
660,浙江省,金华市,永康市,东城锦湖苑256号,东城锦湖苑,,,,,,,,,,,,,,,
661,浙江省,金华市,东阳市,南马镇葛府村葛三,,,,,,,,,,,,,,,,
662,浙江省,金华市,东阳市,白云街道东义路56号,白云街道东义路,,,,,,,,,,,,,,,
663,浙江省,金华市,东阳市,防军镇溪西村,,,,,,,,,,,,,,,,
664,浙江省,金华市,武义县,泉溪镇金岩山工业区,,,,,,,,,,,,,,,,
665,浙江省,金华市,兰溪市,诸葛镇[UNK]塘[UNK]村,,,,,,,,,,,,,,,,
666,浙江省,金华市,兰溪市,水亭畲族乡下方泉村,,,,,,,,,,,,,,,,
667,浙江省,金华市,兰溪市,和平路181号3单元401室,和平路181号3单元,和平路181号,和平路,,,,,,,,,,,,,
668,浙江省,金华市,兰溪市,劳动路74号,劳动路,,,,,,,,,,,,,,,
669,浙江省,金华市,兰溪市,劳动路74号的-1-4层,劳动路74号的-1-,劳动路74号的-,劳动路,,,,,,,,,,,,,
670,浙江省,金华市,兰溪市,经济开发区映月路8号,经济开发区映月路,,,,,,,,,,,,,,,
671,浙江省,金华市,兰溪市,经济开发区登胜路16号,经济开发区登胜路,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,
673,浙江省,金华市,兰溪市,上华街道致远路85号,上华街道致远路,,,,,,,,,,,,,,,
674,浙江省,金华市,兰溪市,兰江街道五里亭村33幢3-401,兰江街道五里亭村33幢3-,兰江街道五里亭村33幢,兰江街道五里亭村,,,,,,,,,,,,,
675,浙江省,金华市,浦江县,黄宅镇丰安路以西,,,,,,,,,,,,,,,,
676,浙江省,衢州市,,荷花西路362幢1-13层,荷花西路362幢1-,荷花西路362幢,荷花西路,,,,,,,,,,,,,
677,浙江省,衢州市,江山市,环城西路83号，1-4楼,环城西路83号，1-,环城西路83号，,环城西路,,,,,,,,,,,,,
678,浙江省,衢州市,常山县,文峰街道天马路37-6号,文峰街道天马路37-,文峰街道天马路,,,,,,,,,,,,,,
679,浙江省,衢州市,常山县,金川街道思泉路21号,金川街道思泉路,,,,,,,,,,,,,,,
680,浙江省,衢州市,江山市,淤头村淤头岗自然村89号,淤头村淤头岗自然村,,,,,,,,,,,,,,,
681,浙江省,衢州市,常山县,金川街道新都东大道192号,金川街道新都东大道,,,,,,,,,,,,,,,
682,浙江省,衢州市,龙游县,城北工业园区北斗大道1-5号,城北工业园区北斗大道1-,城北工业园区北斗大道,,,,,,,,,,,,,,
683,浙江省,衢州市,,石梁镇衢门山4号,石梁镇衢门山,,,,,,,,,,,,,,,
684,浙江省,衢州市,常山县,新都工业园区,,,,,,,,,,,,,,,,
685,浙江省,衢州市,常山县,金川街道龙江路7号,金川街道龙江路,,,,,,,,,,,,,,,
686,浙江省,衢州市,,衢江经济开发区天湖南路67号,衢江经济开发区天湖南路,,,,,,,,,,,,,,,
687,江西省,上饶市,信州区,吉阳路以东、茶圣路以北,,,,,,,,,,,,,,,,
688,浙江省,衢州市,,黄家街道十五里村东侧,,,,,,,,,,,,,,,,
689,浙江省,衢州市,常山县,工业园区,,,,,,,,,,,,,,,,
690,,,东区,金西经济开发区金西东区048-1号,金西经济开发区金西东区048-,金西经济开发区金西东区,,,,,,,,,,,,,,
691,浙江省,金华市,婺城区,龙乾南街555号,龙乾南街,,,,,,,,,,,,,,,
692,浙江省,金华市,东阳市,南马镇华西村双桐、溪西村,,,,,,,,,,,,,,,,
693,浙江省,金华市,东阳市,江北街道华店工业园区,,,,,,,,,,,,,,,,
694,浙江省,金华市,永康市,白[UNK]里嘉园46区s号,白[UNK]里嘉园,,,,,,,,,,,,,,,
695,浙江省,金华市,,宾虹路1488号,宾虹路,,,,,,,,,,,,,,,
696,,,,长湖路259号,长湖路,,,,,,,,,,,,,,,
697,浙江省,金华市,东阳市,江北街道办事处广福东街以南b-3-1,江北街道办事处广福东街以南b-3-,江北街道办事处广福东街以南b-,,,,,,,,,,,,,,
698,广东省,中山市,东阳市,白云街道中山社区西庄居民小区,,,,,,,,,,,,,,,,
699,,,,吴宁镇东岘新村156幢2号,吴宁镇东岘新村156幢,吴宁镇东岘新村,,,,,,,,,,,,,,
700,浙江省,金华市,新城区,婺城新城区临江区块,,,,,,,,,,,,,,,,
701,浙江省,金华市,东阳市,兴平西路125号,兴平西路,,,,,,,,,,,,,,,
702,浙江省,金华市,东阳市,南马镇振兴东路18号,南马镇振兴东路,,,,,,,,,,,,,,,
703,浙江省,金华市,,神丽路888号,神丽路,,,,,,,,,,,,,,,
704,,,,金西经济开发区,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,
706,浙江省,金华市,东阳市,六石街道办事处张麻车村,,,,,,,,,,,,,,,,
707,,,,泉溪镇金岩山工业功能区,,,,,,,,,,,,,,,,
708,浙江省,金华市,永康市,西城街道徐工路58号,西城街道徐工路,,,,,,,,,,,,,,,
709,浙江省,金华市,永康市,西城永兴路21-23号,西城永兴路21-,西城永兴路,,,,,,,,,,,,,,
710,浙江省,金华市,武义县,白洋街道牛背金工业区,,,,,,,,,,,,,,,,
711,,,,东城五金北路306、308号,东城五金北路306、,东城五金北路,,,,,,,,,,,,,,
712,江苏省,镇江市,永康市,石柱镇江瑶村江瑶山山背,,,,,,,,,,,,,,,,
713,浙江省,金华市,永康市,西城工业区,,,,,,,,,,,,,,,,
714,浙江省,金华市,永康市,西城工业区,,,,,,,,,,,,,,,,
715,,,,桐琴东干凤凰山工业区,,,,,,,,,,,,,,,,
716,浙江省,金华市,武义县,泉溪镇金岩山工业功能区,,,,,,,,,,,,,,,,
717,浙江省,金华市,武义县,壶山街道黄龙工业区,,,,,,,,,,,,,,,,
718,浙江省,金华市,东阳市,南马镇泉府村泉府,,,,,,,,,,,,,,,,
719,浙江省,金华市,永康市,花街镇金古泉工业生产基地,,,,,,,,,,,,,,,,
720,浙江省,金华市,武义县,白洋街道荷花路1号,白洋街道荷花路,,,,,,,,,,,,,,,
721,浙江省,金华市,永康市,龙山镇凤山嘴,,,,,,,,,,,,,,,,
722,,,,江南白[UNK]里5园2302区s幢19号（第s层）,江南白[UNK]里5园2302区s幢,江南白[UNK]里5园,江南白[UNK]里,,,,,,,,,,,,,
723,浙江省,金华市,永康市,东城华溪北路270号、272号、274号、276号、278号（-1-5层）,东城华溪北路270号、272号、274号、276号、278号（-1-,东城华溪北路270号、272号、274号、276号、278号（-,东城华溪北路270号、272号、274号、276号、,东城华溪北路270号、272号、274号、,东城华溪北路270号、272号、,东城华溪北路270号、,东城华溪北路,,,,,,,,,
724,浙江省,金华市,永康市,西城工业区,,,,,,,,,,,,,,,,
725,浙江省,金华市,武义县,茭道镇胡宅垄村,,,,,,,,,,,,,,,,
726,浙江省,金华市,武义县,白洋街道王大路2号,白洋街道王大路,,,,,,,,,,,,,,,
727,浙江省,杭州市,城区,下城区西子铭苑2幢202室,下城区西子铭苑2幢,下城区西子铭苑,,,,,,,,,,,,,,
728,浙江省,金华市,武义县,桐琴镇东皋凤凰山工业功能区桐塘区块6号,桐琴镇东皋凤凰山工业功能区桐塘区块,,,,,,,,,,,,,,,
729,,,,白[U2K86里s区s号,白[U2K,白[U,,,,,,,,,,,,,,
730,浙江省,金华市,永康市,江南白[UNK]里16园二区s号,江南白[UNK]里,,,,,,,,,,,,,,,
731,浙江省,绍兴市,嵊州市,浦南大道288号,浦南大道,,,,,,,,,,,,,,,
732,浙江省,绍兴市,嵊州市,迪贝路121号,迪贝路,,,,,,,,,,,,,,,
733,浙江省,绍兴市,诸暨市,店口镇湄东、江东社区,,,,,,,,,,,,,,,,
